YEAR,PLAYER,TEAM,AGE,GP,W,L,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
2017-2018,James Ennis III,DET,27,72,25,47,22.3,60.2,39.8,51.2,7.8,29.9,23,18.9,24.8,43.4,69.5,30.5,100,0,78,22
2017-2018,James Harden,HOU,28,72,59,13,35.4,50.2,49.8,35.2,4.6,36.3,6.7,28.5,15.4,30.7,8.8,91.2,26,74,15.8,84.2
2017-2018,James Johnson,MIA,31,73,37,36,26.6,69.9,30.1,64,8.4,21.7,6,14.3,15.9,55.6,41.3,58.7,91.2,8.8,50.5,49.5
2017-2018,James Michael McAdoo,PHI,25,3,1,2,6,0,100,0,0,75,0,25,0,0,0,0,100,0,100,0
2017-2018,James Webb III,BKN,24,10,1,9,12,20.8,79.2,25,0,75,31.3,0,31.3,25,100,0,100,0,100,0
2017-2018,James Young,PHI,22,6,4,2,10.2,28.6,71.4,23.5,0,52.9,11.8,23.5,23.5,23.5,100,0,100,0,100,0
2017-2018,Jamil Wilson,LAC,27,15,6,9,18.3,22.2,77.8,21,9.5,77.1,10.5,1.9,14.3,11.4,81.8,18.2,100,0,94.7,5.3
2017-2018,Jared Dudley,PHX,32,48,7,41,14.3,34.4,65.6,25,5.3,57.2,5.9,17.8,16.4,19.7,78.9,21.1,100,0,91.7,8.3
2017-2018,Jarell Eddie,CHI,26,3,1,2,2.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,Jarell Martin,MEM,24,73,21,52,22.7,80.2,19.8,66.2,17.7,18.1,16.6,15.8,20.7,48.5,63.6,36.4,100,0,69.2,30.8
2017-2018,Jarrett Allen,BKN,20,72,25,47,20,96.2,3.8,78,1.7,2.6,5.3,19.4,13.3,76.3,84.3,15.7,100,0,84.6,15.4
2017-2018,Jarrett Jack,NYK,34,62,26,36,25,80.6,19.4,70.4,30.5,16.1,8.4,13.5,10.1,39.9,19.5,80.5,60,40,24.9,75.1
2017-2018,Jason Smith,WAS,32,33,15,18,8.6,72.2,27.8,72.6,35.4,10.6,3.5,16.8,13.3,37.2,85.4,14.6,100,0,86.7,13.3
2017-2018,Jason Terry,MIL,40,51,27,24,16,25.3,74.7,22.9,10.8,72.3,21.7,4.8,21.1,12,57.9,42.1,97.5,2.5,84.7,15.3
2017-2018,Jawun Evans,LAC,21,48,24,24,16.2,78.7,21.3,64.1,17.3,19.5,14.7,16.5,19.5,46.8,39.2,60.8,73.3,26.7,44.9,55.1
2017-2018,Jaylen Brown,BOS,21,70,47,23,30.7,61.9,38.1,49.6,6.7,35.7,13.9,14.7,20.2,42.9,53.6,46.4,96.7,3.3,67.6,32.4
2017-2018,Jaylen Morris,ATL,22,6,2,4,16.4,68.8,31.3,78.6,14.3,21.4,14.3,0,10.7,64.3,72.7,27.3,100,0,76.9,23.1
2017-2018,Jayson Tatum,BOS,20,80,53,27,30.5,71,29,52.5,16.5,28.3,14.2,19.2,18.3,36,56.5,43.5,92.4,7.6,66,34
2017-2018,Jeff Green,CLE,31,78,47,31,23.4,72.5,27.5,57.2,8.3,18.8,13.4,24,16.9,48.9,58.3,41.7,96.2,3.8,65.1,34.9
2017-2018,Jeff Teague,MIN,30,70,41,29,33,71.3,28.7,54.3,9.7,25.4,9.6,20.3,16.8,44.7,10.4,89.6,56,44,21.2,78.8
2017-2018,Jeff Withey,DAL,28,10,2,8,3.9,37.5,62.5,53.3,0,40,20,6.7,33.3,53.3,75,25,100,0,83.3,16.7
2017-2018,Jerami Grant,OKC,24,81,48,33,20.3,75.9,24.1,62.2,2.6,14.1,10.1,23.8,22,59.5,73.1,26.9,93.8,6.3,75.8,24.2
2017-2018,Jeremy Evans,ATL,30,1,0,1,5.4,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
2017-2018,Jeremy Lamb,CHA,26,80,36,44,24.6,69.5,30.5,55.4,17.4,27.3,9,17.3,13.6,37.9,39.9,60.1,68.1,31.9,46.8,53.2
2017-2018,Jeremy Lin,BKN,29,1,0,1,25.2,83.3,16.7,44.4,11.1,16.7,11.1,38.9,33.3,33.3,25,75,0,100,20,80
2017-2018,Jerian Grant,CHI,25,74,24,50,22.8,62.8,37.2,47.8,20.7,29.6,9.2,22.6,10.2,27.1,15.5,84.5,65.6,34.4,30.1,69.9
2017-2018,Jerryd Bayless,PHI,29,39,21,18,23.7,44.3,55.7,35.8,7.2,52.8,10.4,11.4,12.4,28.7,72.7,27.3,96.3,3.7,84.4,15.6
2017-2018,Jimmy Butler,MIN,28,59,37,22,36.7,78.3,21.7,56.2,17.4,16.1,11.6,27.8,18.1,38.7,33.2,66.8,75.7,24.3,40,60
2017-2018,Joakim Noah,NYK,33,7,1,6,5.7,100,0,83.3,0,0,0,16.7,16.7,83.3,40,60,0,0,40,60
2017-2018,Jodie Meeks,WAS,30,77,41,36,14.5,46.6,53.4,34.9,9.9,44.4,14,20.7,19.3,25.1,76.5,23.5,94.4,5.6,84.7,15.3
2017-2018,Joe Harris,BKN,26,78,27,51,25.3,42.4,57.6,36.6,2.1,53.2,11.5,10.2,13.2,34.5,63.9,36.1,94.7,5.3,79,21
2017-2018,Joe Ingles,UTA,30,82,48,34,31.4,35.4,64.6,27.9,4,65.1,12.7,7,17,23.8,35.9,64.1,84.8,15.2,65.7,34.3
2017-2018,Joe Johnson,HOU,37,55,35,20,21.9,59.7,40.3,57,22.6,32.3,3.8,10.8,13.2,34.4,22.6,77.4,97.5,2.5,43.2,56.8
2017-2018,Joe Young,IND,26,53,28,25,10.5,64.5,35.5,53.1,22.2,36.2,9.7,10.6,13,30.9,27.3,72.7,84,16,45,55
2017-2018,Joel Bolomboy,MIL,24,6,3,3,6.3,83.3,16.7,66.7,22.2,0,22.2,33.3,0,44.4,100,0,0,0,100,0
2017-2018,Joel Embiid,PHI,24,63,41,22,30.4,79.7,20.3,61.5,17.9,13.7,2.6,24.8,10.7,43.6,43.9,56.1,92.4,7.6,50.2,49.8
2017-2018,Joffrey Lauvergne,SAS,26,55,30,25,9.7,97.4,2.6,86.7,3.5,0,3.5,13.3,14.6,83.2,64.3,35.7,0,0,64.3,35.7
2017-2018,John Collins,ATL,20,74,21,53,24.1,91.4,8.6,76.7,5.4,6.2,9.9,17.1,20.3,71.3,74.2,25.8,100,0,75.5,24.5
2017-2018,John Henson,MIL,27,76,39,37,25.9,98.6,1.4,86,6,0.5,5.1,13.5,12,80,81.5,18.5,100,0,81.5,18.5
2017-2018,John Holland,CLE,29,24,17,7,7.3,39,61,22.2,0,61.1,13,16.7,14.8,22.2,50,50,81.8,18.2,70.6,29.4
2017-2018,John Wall,WAS,27,41,23,18,34.4,75,25,54.7,14.8,23.3,17.7,22,19.4,39.9,10.1,89.9,64.5,35.5,22.1,77.9
2017-2018,Johnathan Motley,DAL,23,11,1,10,16,92,8,81.3,8.3,3.1,6.3,15.6,9.4,72.9,66.7,33.3,100,0,67.5,32.5
2017-2018,Johnny O'Bryant III,CHA,25,36,15,21,10.5,74.9,25.1,63.2,25.7,24.6,4.7,12.3,14.6,37.4,57.4,42.6,92.9,7.1,64.7,35.3
2017-2018,Jon Leuer,DET,29,8,5,3,17.1,91.7,8.3,69.8,14,0,18.6,30.2,27.9,55.8,86.7,13.3,0,0,86.7,13.3
2017-2018,Jonas Jerebko,UTA,31,74,45,29,15.3,54,46,43.8,5.1,45.5,11.4,10.7,21,38.7,69.1,30.9,100,0,81.8,18.2
2017-2018,Jonas Valanciunas,TOR,26,77,56,21,22.4,89.2,10.8,73.5,5.7,9.2,1.6,17.3,7.4,67.8,63.6,36.4,90,10,65.6,34.4
2017-2018,Jonathan Gibson,BOS,30,4,2,2,10,47.8,52.2,47.1,11.8,52.9,20.6,0,8.8,35.3,50,50,83.3,16.7,64.3,35.7
2017-2018,Jonathan Isaac,ORL,20,27,11,16,19.8,68.3,31.7,53.8,8.3,33.1,12.4,13.1,23.4,45.5,66.7,33.3,100,0,76.4,23.6
2017-2018,Jonathon Simmons,ORL,28,69,21,48,29.4,73.2,26.8,59.3,11.9,21.5,13.6,19.2,15.1,47.4,35.1,64.9,85.5,14.5,44.9,55.1
2017-2018,Jordan Bell,GSW,23,57,43,14,14.2,97.8,2.2,88.5,7.6,0,17.9,11.5,17.9,80.9,73.3,26.7,0,0,73.3,26.7
2017-2018,Jordan Clarkson,CLE,26,81,40,41,23.3,66.7,33.3,56.6,17.1,29.9,12.9,13.5,15.4,39.5,27.7,72.3,79.5,20.5,41.2,58.8
2017-2018,Jordan Crawford,NOP,29,5,3,2,10.7,48.1,51.9,24.2,6.1,72.7,6.1,3,15.2,18.2,25,75,75,25,58.3,41.7
2017-2018,Jordan Mickey,MIA,23,23,15,8,12.4,80.5,19.5,79.6,4.3,6.5,4.3,14,12.9,75.3,64.9,35.1,100,0,66.7,33.3
2017-2018,Jose Calderon,CLE,36,57,33,24,16,47.6,52.4,37.6,14.9,52.9,10.2,9.4,13.3,22.7,22.9,77.1,82.2,17.8,51.6,48.4
2017-2018,Josh Gray,PHX,24,5,0,5,17.3,68.3,31.7,50,12.5,28.1,0,21.9,6.3,37.5,0,100,66.7,33.3,18.2,81.8
2017-2018,Josh Hart,LAL,23,63,27,36,23.2,47.5,52.5,39.5,3.6,47.2,28.8,13.3,21.2,35.9,63.3,36.7,93.6,6.4,76.7,23.3
2017-2018,Josh Huestis,OKC,26,69,43,26,14.2,36.8,63.2,34,2.5,62.3,11.9,3.8,18.2,31.4,55.6,44.4,100,0,80,20
2017-2018,Josh Jackson,PHX,21,77,19,58,25.4,76.7,23.3,65.6,13,16.9,21.1,17.5,17.1,52.6,36.1,63.9,91.2,8.8,44.2,55.8
2017-2018,Josh Magette,ATL,28,18,3,15,12,52.2,47.8,30.4,21.7,52.2,6.5,17.4,10.9,8.7,28.6,71.4,75,25,53.3,46.7
2017-2018,Josh McRoberts,DAL,31,2,2,0,2.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,Josh Richardson,MIA,24,81,44,37,33.2,62,38,52.1,18,36.5,9.7,11.5,14.5,34.1,39.7,60.3,95.3,4.7,57.4,42.6
2017-2018,Josh Smith,NOP,32,3,2,1,3.9,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
2017-2018,Jrue Holiday,NOP,28,81,47,34,36.1,71.4,28.6,64.4,11.6,23.4,12.9,12.2,13.3,52.8,34.3,65.7,70.8,29.2,41.5,58.5
2017-2018,Juancho Hernangomez,DEN,22,25,15,10,11.1,33.3,66.7,36.6,2.4,51.2,15.9,12.2,13.4,34.1,53.3,46.7,92.9,7.1,72.4,27.6
2017-2018,Julius Randle,LAL,23,82,35,47,26.7,95,5,74.7,3.3,2.3,16.8,23.1,15,71.4,53.4,46.6,100,0,54.4,45.6
2017-2018,Julyan Stone,CHA,29,23,10,13,7.6,0,100,0,0,94.7,0,5.3,15.8,0,0,0,100,0,100,0
2017-2018,Justin Anderson,PHI,24,38,27,11,13.7,49,51,44.9,5.1,43.2,14.8,11.9,16.1,39.8,67.9,32.1,94.1,5.9,78.2,21.8
2017-2018,Justin Holiday,CHI,29,72,24,48,31.5,42.6,57.4,29.5,12.3,55.1,10.2,15.4,16.1,17.1,70.5,29.5,95.7,4.3,84.5,15.5
2017-2018,Justin Jackson,SAC,23,68,21,47,22.2,55.8,44.2,56.5,16.8,37.7,15.2,5.7,15.5,39.7,71.1,28.9,100,0,80,20
2017-2018,Justin Patton,MIN,21,1,0,1,3.7,100,0,100,100,0,0,0,0,0,100,0,0,0,100,0
2017-2018,Justise Winslow,MIA,22,68,33,35,24.7,73.6,26.4,59.7,4.9,27.8,10,12.5,18.1,54.8,46.8,53.2,100,0,59.4,40.6
2017-2018,Jusuf Nurkic,POR,23,79,48,31,26.4,99.3,0.7,84.8,12.2,0,3.7,15.2,12.6,72.6,69.4,30.6,0,0,69.4,30.6
2017-2018,Kadeem Allen,BOS,25,18,9,9,6,50,50,63.2,10.5,0,10.5,36.8,10.5,52.6,50,50,0,0,50,50
2017-2018,Karl-Anthony Towns,MIN,22,82,47,35,35.6,75.7,24.3,59.6,10.3,20.7,3.3,19.8,14.6,49.2,64.2,35.8,97.5,2.5,70.4,29.6
2017-2018,Kawhi Leonard,SAS,27,9,5,4,23.3,68.5,31.5,56.2,24.7,22.6,16.4,21.2,21.9,31.5,12.2,87.8,63.6,36.4,23.1,76.9
2017-2018,Kay Felder,DET,23,16,6,10,8.7,72.9,27.1,59.6,28.1,21.1,0,19.3,8.8,31.6,23.5,76.5,75,25,33.3,66.7
2017-2018,Kelly Olynyk,MIA,27,76,42,34,23.4,56,44,48.2,6.9,36.5,6.1,15.4,15.1,41.3,53.3,46.7,90.6,9.4,65.8,34.2
2017-2018,Kelly Oubre Jr.,WAS,22,81,43,38,27.5,53.3,46.7,40.3,4.8,39.7,16.3,20,19.9,35.5,53.1,46.9,92.1,7.9,68.6,31.4
2017-2018,Kemba Walker,CHA,28,80,36,44,34.2,55.9,44.1,40.3,13.4,39.2,11.1,20.5,14.6,26.9,15.1,84.9,48.1,51.9,28.1,71.9
2017-2018,Kendrick Perkins,CLE,33,1,0,1,14.5,100,0,66.7,0,0,0,33.3,0,66.7,0,100,0,0,0,100
2017-2018,Kenneth Faried,DEN,28,32,16,16,14.4,99.3,0.7,80.9,5.3,0,16.5,19.1,16.5,75.5,69.7,30.3,0,0,69.7,30.3
2017-2018,Kent Bazemore,ATL,28,65,19,46,27.5,59.5,40.5,42.1,12,38.8,15.3,19.1,23.8,30.1,47.2,52.8,83.3,16.7,60.9,39.1
2017-2018,Kentavious Caldwell-Pope,LAL,25,74,31,43,33.2,48,52,36.5,11.3,48.1,22.3,15.4,18.5,25.2,61.3,38.7,87.4,12.6,73.5,26.5
2017-2018,Kevin Durant,GSW,29,68,49,19,34.2,66.2,33.8,51,21.7,29,16.3,20,14.1,29.4,48.8,51.2,68.8,31.2,54.3,45.7
2017-2018,Kevin Love,CLE,29,59,37,22,28,54.7,45.3,37.9,8.9,39.6,5.7,22.5,12.6,29.1,64.5,35.5,97.8,2.2,78.1,21.9
2017-2018,Kevon Looney,GSW,22,66,45,21,13.8,97.4,2.6,83.1,6.7,1.1,8.2,15.7,14.2,76.4,68.5,31.5,100,0,68.8,31.3
2017-2018,Khem Birch,ORL,25,42,14,28,13.8,100,0,76.4,3.4,0,3.9,23.6,9,73,70.6,29.4,0,0,70.6,29.4
2017-2018,Khris Middleton,MIL,26,82,44,38,36.4,68,32,54.1,27.1,26.5,11.7,19.4,16.9,27,42.7,57.3,84.2,15.8,53,47
2017-2018,Klay Thompson,GSW,28,73,55,18,34.3,55.8,44.2,47.4,26.8,47,19,5.6,12.1,20.5,74.3,25.7,95.2,4.8,82.6,17.4
2017-2018,Kobi Simmons,MEM,20,32,6,26,20.1,79.4,20.6,70.4,10.2,16.8,21.9,12.8,23.5,60.2,43.5,56.5,81.8,18.2,48.8,51.3
2017-2018,Kosta Koufos,SAC,29,71,22,49,19.6,100,0,93.1,2.9,0,2.5,6.9,10.1,90.1,68.9,31.1,0,0,68.9,31.1
2017-2018,Kris Dunn,CHI,24,52,19,33,29.3,79.9,20.1,69.5,24.3,18.5,11.2,12,16.3,45.2,17.3,82.7,62.8,37.2,24.1,75.9
2017-2018,Kristaps Porzingis,NYK,22,48,22,26,32.4,74.4,25.6,55.1,24.1,24.8,5.1,20,12.8,31.1,64.7,35.3,98.9,1.1,72.6,27.4
2017-2018,Kyle Anderson,SAS,24,74,41,33,26.7,87,13,72.5,12,9.7,10.8,17.8,15.9,60.5,51.4,48.6,94.7,5.3,55,45
2017-2018,Kyle Collinsworth,DAL,26,32,9,23,15,82.8,17.2,67.3,0,11.9,6.9,20.8,14.9,67.3,29.4,70.6,100,0,36.8,63.2
2017-2018,Kyle Korver,CLE,37,73,43,30,21.6,22.3,77.7,17.3,8.9,73.2,8,9.5,14.9,8.3,94.8,5.2,97.6,2.4,96.8,3.2
2017-2018,Kyle Kuzma,LAL,22,77,34,43,31.2,58.2,41.8,49.8,6.9,38.4,16.3,11.8,14.3,42.8,53.1,46.9,88.1,11.9,65,35
2017-2018,Kyle Lowry,TOR,32,78,57,21,32.2,36.9,63.1,26,4.6,56.4,17.2,17.6,13.3,21.5,26.7,73.3,64.3,35.7,48.9,51.1
2017-2018,Kyle O'Quinn,NYK,28,77,28,49,18,95.6,4.4,80,15.3,2.2,3.6,17.8,14.7,64.7,65.9,34.1,100,0,66.5,33.5
2017-2018,Kyle Singler,OKC,30,12,5,7,4.9,76.2,23.8,43.5,0,26.1,13,30.4,21.7,43.5,100,0,100,0,100,0
2017-2018,Kyrie Irving,BOS,26,60,41,19,32.2,62.6,37.4,50.2,15.3,34,8.6,15.8,9.6,34.9,26.4,73.6,53,47,34.6,65.4
2017-2018,LaMarcus Aldridge,SAS,32,75,45,30,33.4,93.2,6.8,76.1,27.1,4.7,3.5,19.3,14.6,49,50,50,96.3,3.7,51.8,48.2
2017-2018,Lance Stephenson,IND,27,82,48,34,22.6,67.3,32.7,62.4,20.3,26.6,13.7,11.1,15.7,42,23.7,76.3,71.6,28.4,34.3,65.7
2017-2018,Lance Thomas,NYK,30,73,25,48,18.5,53.6,46.4,34.9,10.7,50.3,8.7,14.8,14.8,24.2,50,50,100,0,74.5,25.5
2017-2018,Langston Galloway,DET,26,58,28,30,14.9,35.9,64.1,28.3,12.8,62.5,5,9.2,20.3,15.6,45.1,54.9,92,8,73,27
2017-2018,Larry Drew II,NOP,28,10,6,4,7,62.5,37.5,47.1,23.5,52.9,11.8,0,29.4,23.5,0,100,100,0,42.9,57.1
2017-2018,Larry Nance Jr.,CLE,25,66,32,34,21.5,97.1,2.9,83.1,11.9,1,12.6,15.9,18.3,71.2,74.4,25.6,100,0,74.6,25.4
2017-2018,Lauri Markkanen,CHI,21,68,23,45,29.7,53.5,46.5,44.3,10.1,42.1,10,13.6,13.7,34.3,64.2,35.8,96.6,3.4,76.7,23.3
2017-2018,LeBron James,CLE,33,82,50,32,36.9,74.3,25.7,62.9,10.4,19.9,15.2,17.2,15,52.5,30.1,69.9,35.6,64.4,31,69
2017-2018,London Perrantes,CLE,23,14,8,6,4.7,76.9,23.1,57.1,0,0,0,42.9,0,57.1,50,50,0,0,50,50
2017-2018,Lonzo Ball,LAL,20,52,24,28,34.2,47.7,52.3,42.8,4.9,51.1,13.6,6.1,17.6,37.9,31.9,68.1,74.4,25.6,50.7,49.3
2017-2018,Lorenzo Brown,TOR,27,14,9,5,9.9,64.7,35.3,75,25,18.8,34.4,6.3,6.3,50,25,75,50,50,28.6,71.4
2017-2018,Lou Williams,LAC,31,79,42,37,32.8,61.3,38.7,44.4,13.2,31.3,11.4,24.2,12.2,31.2,24.2,75.8,65.1,34.9,37.3,62.7
2017-2018,Luc Mbah a Moute,HOU,31,61,52,9,25.6,49.9,50.1,44.8,0,41.1,18,14.1,15.7,44.8,77.7,22.3,98.4,1.6,85.5,14.5
2017-2018,Lucas Nogueira,TOR,25,49,36,13,8.5,76.3,23.8,72.1,0,12.3,6.6,15.6,27.9,72.1,81.8,18.2,100,0,83.7,16.3
2017-2018,Luis Montero,DET,25,2,1,1,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,Luke Babbitt,MIA,29,50,15,35,14.3,27.4,72.6,23.9,13.1,69.5,6.6,6.6,19.3,10.8,54.8,45.2,98.3,1.7,83.5,16.5
2017-2018,Luke Kennard,DET,22,73,34,39,20,58.1,41.9,44.8,21.5,43.5,9.1,11.6,17.4,23.3,52.8,47.2,97.5,2.5,70.4,29.6
2017-2018,Luke Kornet,NYK,22,20,6,14,16.3,36.8,63.2,31.3,4.5,62.7,7.5,6,6.7,26.9,81,19,96.4,3.6,89.8,10.2
2017-2018,Luol Deng,LAL,33,1,0,1,13.1,100,0,100,0,0,100,0,100,100,100,0,0,0,100,0
2017-2018,Malachi Richardson,TOR,22,26,8,18,12.4,55.6,44.4,40.4,22.5,40.4,10.1,19.1,24.7,18,61.1,38.9,83.3,16.7,70,30
2017-2018,Malcolm Brogdon,MIL,25,48,25,23,29.9,68,32,58.2,9.3,29.8,13,12,14.7,49,39.6,60.4,72.6,27.4,48,52
2017-2018,Malcolm Delaney,ATL,29,54,16,38,18.8,56.5,43.5,37.3,18.9,40.8,10.7,21.9,18.9,18.3,39.7,60.3,73.9,26.1,54.1,45.9
2017-2018,Malcolm Miller,TOR,25,15,15,0,8.4,25,75,26.3,0,63.2,7.9,10.5,7.9,26.3,100,0,100,0,100,0
2017-2018,Malik Beasley,DEN,21,62,34,28,9.4,53.9,46.1,45.9,9.2,42.9,17.3,11.2,25,36.7,71.1,28.9,92.9,7.1,79.5,20.5
2017-2018,Malik Monk,CHA,20,63,26,37,13.5,42.8,57.2,33.3,11.9,59.1,10.5,7.6,17.3,21.4,38.6,61.4,62.7,37.3,51.6,48.4
2017-2018,Mangok Mathiang,CHA,25,4,3,1,5,100,0,100,0,0,25,0,50,100,100,0,0,0,100,0
2017-2018,Manu Ginobili,SAS,40,65,39,26,20,58.5,41.5,47.6,6.9,33.3,7.6,19.1,17,40.6,42.3,57.7,79.7,20.3,54.2,45.8
2017-2018,MarShon Brooks,MEM,29,7,2,5,27.5,68.6,31.4,45.4,8.5,40.4,11.3,14.2,26.2,36.9,21.9,78.1,26.3,73.7,23.5,76.5
2017-2018,Marc Gasol,MEM,33,73,21,52,33,69,31,51.7,19.9,26,2.7,22.3,13.4,31.8,66.2,33.8,97.2,2.8,74,26
2017-2018,Marcin Gortat,WAS,34,82,43,39,25.3,100,0,84.1,11,0,4.1,15.9,10.4,73,75.5,24.5,0,0,75.5,24.5
2017-2018,Marco Belinelli,PHI,32,80,39,41,24.3,48.3,51.7,38.7,20.6,46,7.3,15.2,16.7,18.1,80.3,19.7,87.2,12.8,83.4,16.6
2017-2018,Marcus Georges-Hunt,MIN,24,42,24,18,5.3,68.8,31.3,57.6,6.8,20.3,25.4,22,22,50.8,41.2,58.8,75,25,47.6,52.4
2017-2018,Marcus Morris,BOS,28,54,34,20,26.7,61.7,38.3,48,22.1,35.1,6.3,16.9,14.2,25.9,48.3,51.7,91.9,8.1,62.6,37.4
2017-2018,Marcus Paige,CHA,24,5,4,1,5.6,42.9,57.1,33.3,16.7,50,25,16.7,0,16.7,100,0,100,0,100,0
2017-2018,Marcus Smart,BOS,24,54,38,16,29.9,51.7,48.3,41.5,9.1,40.9,4.9,17.6,14.2,32.4,33.3,66.7,76,24,50.3,49.7
2017-2018,Mario Chalmers,MEM,32,66,21,45,21.5,56.9,43.1,45.4,9.9,31.4,12,23.3,20.7,35.5,27.8,72.2,83,17,45.2,54.8
2017-2018,Mario Hezonja,ORL,23,75,21,54,22.1,56.7,43.3,50.7,10.5,37.4,17.2,11.9,16.9,40.2,56.8,43.2,87.8,12.2,67,33
2017-2018,Markel Brown,HOU,26,4,4,0,7.9,28.6,71.4,40,40,60,0,0,0,0,0,100,0,100,0,100
2017-2018,Markelle Fultz,PHI,20,14,11,3,18.1,99.1,0.9,90,10,0,12,10,15,80,33.3,66.7,0,0,33.3,66.7
2017-2018,Markieff Morris,WAS,28,73,37,36,27,69.9,30.1,60.4,22.1,27.1,6.3,12.5,10.1,38.3,66.9,33.1,100,0,74.5,25.5
2017-2018,Marquese Chriss,PHX,20,72,19,53,21.2,60.2,39.8,52.5,6.8,30.2,11.7,17.3,14.2,45.7,69.2,30.8,100,0,77.7,22.3
2017-2018,Marquis Teague,MEM,25,3,0,3,24.6,75,25,54.5,0,27.3,18.2,18.2,27.3,54.5,0,100,0,100,0,100
2017-2018,Marreese Speights,ORL,30,52,15,37,13,33.2,66.8,25.9,9,64.2,6.2,10,10.2,16.9,61.5,38.5,97.7,2.3,84.1,15.9
2017-2018,Marshall Plumlee,MIL,25,8,5,3,6.5,100,0,14.3,0,0,28.6,85.7,42.9,14.3,100,0,0,0,100,0
2017-2018,Marvin Williams,CHA,32,78,33,45,25.7,45.8,54.2,35.5,4.3,50.8,10.6,13.7,12.9,31.2,65.2,34.8,99.2,0.8,81.8,18.2
2017-2018,Mason Plumlee,DEN,28,74,40,34,19.5,99.7,0.3,84.4,2.7,0,8.2,15.6,15.3,81.7,71.5,28.5,0,0,71.5,28.5
2017-2018,Matt Costello,SAS,24,4,2,2,8.1,100,0,100,0,0,0,0,50,100,100,0,0,0,100,0
2017-2018,Matt Williams Jr.,MIA,24,3,1,2,3.8,16.7,83.3,40,40,60,0,0,0,0,0,100,100,0,50,50
2017-2018,Matthew Dellavedova,MIL,27,38,21,17,18.7,48.7,51.3,31.7,6.1,53,7.3,15.2,11.6,25.6,26.9,73.1,89.7,10.3,60,40
2017-2018,Maurice Harkless,POR,25,59,36,23,21.4,60.3,39.7,50.9,2.1,38.2,12.2,10.9,18.7,48.8,60.2,39.8,98,2,72.8,27.2
2017-2018,Maxi Kleber,DAL,26,72,20,52,16.8,58.6,41.4,57.5,7.3,31.1,5.2,11.4,13.2,50.3,79.3,20.7,100,0,84.8,15.2
2017-2018,Meyers Leonard,POR,26,33,17,16,7.7,66.7,33.3,62.5,19.6,29.5,3.6,8,8.9,42.9,77.1,22.9,100,0,82.6,17.4
2017-2018,Michael Beasley,NYK,29,74,24,50,22.3,89.3,10.7,76.8,16,10.5,5.7,12.7,11.2,60.9,46.7,53.3,91.2,8.8,50.4,49.6
2017-2018,Michael Carter-Williams,CHA,26,52,23,29,16.1,74.2,25.8,51.9,6.7,17.6,7.5,30.5,14.6,45.2,33.9,66.1,85.7,14.3,43.4,56.6
2017-2018,Michael Kidd-Gilchrist,CHA,24,74,34,40,25,99.6,0.4,82.8,21.7,0,15.7,17.2,18.2,61.1,67.4,32.6,0,0,67.4,32.6
2017-2018,Mike Conley,MEM,30,12,7,5,31.1,54.2,45.8,39,4.9,35.1,9.8,25.9,11.7,34.1,20,80,54.2,45.8,32.8,67.2
2017-2018,Mike James,NOP,27,36,11,25,19.1,69.5,30.5,57.7,10.7,23.2,9.5,19,20.2,47,8.2,91.8,26.9,73.1,12.2,87.8
2017-2018,Mike Muscala,ATL,26,53,14,39,20,46.5,53.5,40,5.9,45.9,6.7,14.1,12.3,34.1,65.4,34.6,100,0,80.4,19.6
2017-2018,Mike Scott,WAS,29,76,39,37,18.5,68.9,31.1,62.9,26.6,29.6,4,7.5,15.4,36.2,74.3,25.7,100,0,80.4,19.6
2017-2018,Miles Plumlee,ATL,29,55,19,36,16.7,100,0,88.6,1.7,0,6.3,11.4,16.9,86.9,78.1,21.9,0,0,78.1,21.9
2017-2018,Milos Teodosic,LAC,31,45,29,16,25.2,35.6,64.4,29.4,16.3,61.5,5.8,9.1,9.1,13.1,30.2,69.8,70.5,29.5,53.6,46.4
2017-2018,Milton Doyle,BKN,24,10,2,8,12.5,51.1,48.9,52.9,0,35.3,26.5,11.8,20.6,52.9,11.1,88.9,100,0,38.5,61.5
2017-2018,Mindaugas Kuzminskas,NYK,28,1,0,1,1.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,Mirza Teletovic,MIL,32,10,4,6,15.9,21.1,78.9,11.3,5.6,88.7,4.2,0,4.2,5.6,100,0,100,0,100,0
2017-2018,Monte Morris,DEN,23,3,2,1,8.4,83.3,16.7,80,0,0,20,20,20,80,25,75,0,0,25,75
2017-2018,Montrezl Harrell,LAC,24,76,39,37,17,98.7,1.3,83,1.7,0.4,19.6,16.6,16,81.3,66.9,33.1,0,100,66.7,33.3
